chr	start	end	TF	genic
chrXIII	297762	297763	Spt6	False
chrXIII	24359	24360	Spt6	True
chrIV	1489604	1489605	Spt6	True
chrXII	806559	806560	Spt6	True
chrV	61635	61636	Spt6	False
chrVIII	452055	452056	Spt6	True
chrII	478226	478227	Spt6	True
chrXV	1028402	1028403	Spt6	True
chrXII	638947	638948	Spt6	True
chrX	454095	454096	Spt6	True
chrIV	556113	556114	Spt6	True
chrXIII	24979	24980	Spt6	True
chrXII	199035	199036	Spt6	False
chrXIII	298556	298557	Spt6	False
chrXII	232466	232467	Spt6	True
chrXVI	281223	281224	Spt6	False
chrXIII	25509	25510	Spt6	True
chrXV	620553	620554	Spt6	True
chrXVI	701401	701402	Spt6	True
chrII	477886	477887	Spt6	True
chrII	478416	478417	Spt6	True
chrVII	479965	479966	Spt6	True
chrXIV	89433	89434	Spt6	False
chrXVI	700791	700792	Spt6	True
chrVIII	451515	451516	Spt6	True
chrXIII	297622	297623	Spt6	False
chrVII	481961	481962	Spt6	True
chrX	139655	139656	Spt6	False
chrXV	159823	159824	Spt6	True
chrXIII	297342	297343	Spt6	False
chrX	139825	139826	Spt6	False
chrI	73042	73043	Spt6	True
chrXV	445323	445324	Spt6	True
chrVIII	35820	35821	Spt6	True
chrXII	369390	369391	Spt6	False
chrXI	283677	283678	Spt6	True
chrXVI	280903	280904	Spt6	True
chrVII	366428	366429	Spt6	False
chrV	68171	68172	Spt6	True
chrVIII	35320	35321	Spt6	True
chrX	454405	454406	Spt6	True
chrXII	199075	199076	Spt6	False
chrVII	883465	883466	Spt6	True
chrXI	163959	163960	Spt6	True
chrXII	283321	283322	Spt6	True
chrVII	883645	883646	Spt6	True
chrIII	138469	138470	Spt6	True
chrXIV	89303	89304	Spt6	False
chrIV	580190	580191	Spt6	True
chrXVI	719116	719117	Spt6	False
chrXIII	500223	500224	Spt6	True
chrXII	233706	233707	Spt6	True
chrXIII	499733	499734	Spt6	True
chrVII	346224	346225	Spt6	False
chrIX	255297	255298	Spt6	True
chrXV	93651	93652	Spt6	True
chrXII	369030	369031	Spt6	True
chrI	73418	73419	Spt6	False
chrXVI	303343	303344	Spt6	True
chrX	73984	73985	Spt6	True
chrXV	159423	159424	Spt6	True
chrX	652144	652145	Spt6	True
chrXV	444923	444924	Spt6	True
chrX	228177	228178	Spt6	False
chrXII	199385	199386	Spt6	False
chrI	143424	143425	Spt6	False
chrVII	312035	312036	Spt6	False
chrI	72892	72893	Spt6	True
chrVII	481331	481332	Spt6	True
chrXII	794404	794405	Spt6	False
chrVII	482630	482631	Spt6	True
chrXV	623083	623084	Spt6	True
chrXIII	162591	162592	Spt6	True
chrX	453575	453576	Spt6	False
chrII	256586	256587	Spt6	True
chrX	74534	74535	Spt6	True
chrXI	284177	284178	Spt6	True
chrVIII	34820	34821	Spt6	False
chrVI	83610	83611	Spt6	True
chrXI	164168	164169	Spt6	True
chrII	680987	680988	Spt6	False
chrXII	96725	96726	Spt6	True
chrXII	232267	232268	Spt6	False
chrXV	621433	621434	Spt6	True
chrX	652314	652315	Spt6	True
chrXV	80921	80922	Spt6	True
chrXI	38888	38889	Spt6	False
chrI	142844	142845	Spt6	True
chrIV	541519	541520	Spt6	False
chrXV	621934	621935	Spt6	True
chrII	478786	478787	Spt6	True
chrV	61339	61340	Spt6	False
chrXI	163659	163660	Spt6	True
chrV	67801	67802	Spt6	True
chrXV	445503	445504	Spt6	True
chrVI	84119	84120	Spt6	False
chrXV	832532	832533	Spt6	False
chrVIII	452355	452356	Spt6	True
chrIX	255606	255607	Spt6	True
chrXVI	303593	303594	Spt6	True
chrII	88303	88304	Spt6	False
chrV	363450	363451	Spt6	True
chrXV	624114	624115	Spt6	True
chrVII	346398	346399	Spt6	False
chrVII	277999	278000	Spt6	True
chrXI	109496	109497	Spt6	True
chrIV	130204	130205	Spt6	False
chrXIII	24059	24060	Spt6	True
chrXI	326704	326705	Spt6	True
chrXII	639438	639439	Spt6	True
chrII	88813	88814	Spt6	True
chrXII	202200	202201	Spt6	True
chrIV	44789	44790	Spt6	True
chrXVI	405304	405305	Spt6	True
chrXIII	652559	652560	Spt6	False
chrIV	45279	45280	Spt6	True
chrIV	322908	322909	Spt6	True
chrXIII	24819	24820	Spt6	True
chrII	681468	681469	Spt6	False
chrIV	1403150	1403151	Spt6	False
chrVII	482094	482095	Spt6	True
chrXII	499180	499181	Spt6	True
chrI	71992	71993	Spt6	True
chrXI	326294	326295	Spt6	False
chrI	72052	72053	Spt6	True
chrXIII	652649	652650	Spt6	True
chrV	68651	68652	Spt6	True
chrIV	579690	579691	Spt6	True
chrII	414601	414602	Spt6	True
chrXII	499488	499489	Spt6	False
chrXVI	700891	700892	Spt6	True
chrXIII	298232	298233	Spt6	False
chrX	120900	120901	Spt6	True
chrVII	277765	277766	Spt6	True
chrX	139515	139516	Spt6	False
chrI	140780	140781	Spt6	True
chrIV	915743	915744	Spt6	True
chrII	301025	301026	Spt6	True
chrV	397420	397421	Spt6	True
chrV	362940	362941	Spt6	False
chrI	72172	72173	Spt6	True
chrIII	137939	137940	Spt6	True
chrXIII	163082	163083	Spt6	True
chrXIII	298132	298133	Spt6	False
chrX	76254	76255	Spt6	True
chrIV	1489264	1489265	Spt6	False
chrXII	499120	499121	Spt6	True
chrXII	199464	199465	Spt6	False
chrII	375443	375444	Spt6	True
chrX	228236	228237	Spt6	False
chrIII	138019	138020	Spt6	True
chrXV	110477	110478	Spt6	True
chrXV	444983	444984	Spt6	True
chrXII	637172	637173	Spt6	True
chrX	453896	453897	Spt6	True
chrIX	69304	69305	Spt6	True
chrXI	558925	558926	Spt6	True
chrXV	94147	94148	Spt6	True
chrXII	95825	95826	Spt6	True
chrV	306954	306955	Spt6	True
chrII	681608	681609	Spt6	False
chrVI	220767	220768	Spt6	True
chrXV	780762	780763	Spt6	False
chrXII	639698	639699	Spt6	True
chrXI	432678	432679	Spt6	True
chrXII	806199	806200	Spt6	True
chrXII	638022	638023	Spt6	True
chrII	605116	605117	Spt6	True
chrXIII	23880	23881	Spt6	False
chrXV	254473	254474	Spt6	True
chrVIII	411426	411427	Spt6	True
chrXII	97225	97226	Spt6	True
chrIV	230148	230149	Spt6	True
chrVII	311375	311376	Spt6	True
chrV	68571	68572	Spt6	True
chrVI	83260	83261	Spt6	True
chrXIV	499974	499975	Spt6	True
chrIX	256037	256038	Spt6	False
chrXII	794594	794595	Spt6	False
chrXIV	229939	229940	Spt6	False
chrXVI	75986	75987	Spt6	True
chrIII	138779	138780	Spt6	True
chrIV	556267	556268	Spt6	True
chrVIII	411281	411282	Spt6	False
chrVII	609750	609751	Spt6	False
chrXIV	494274	494275	Spt6	True
chrXVI	654391	654392	Spt6	True
chrV	424892	424893	Spt6	False
chrIII	138179	138180	Spt6	True
chrXV	622634	622635	Spt6	True
chrV	85851	85852	Spt6	True
chrXVI	281263	281264	Spt6	False
chrXIII	146686	146687	Spt6	True
chrIV	356513	356514	Spt6	True
chrII	605483	605484	Spt6	True
chrII	680538	680539	Spt6	True
chrII	169113	169114	Spt6	True
chrXIV	499854	499855	Spt6	True
chrXII	839100	839101	Spt6	True
chrV	86230	86231	Spt6	True
chrII	478726	478727	Spt6	True
chrII	46078	46079	Spt6	True
chrIV	914517	914518	Spt6	True
chrXV	759289	759290	Spt6	False
chrXII	1029515	1029516	Spt6	True
chrXIII	550588	550589	Spt6	True
chrII	45842	45843	Spt6	False
chrXVI	795599	795600	Spt6	True
chrXII	856590	856591	Spt6	True
chrI	142924	142925	Spt6	True
chrIV	1236791	1236792	Spt6	True
chrXII	263691	263692	Spt6	True
chrVII	882605	882606	Spt6	False
chrXV	80581	80582	Spt6	True
chrIV	472498	472499	Spt6	True
chrV	85891	85892	Spt6	True
chrVIII	381827	381828	Spt6	False
chrXV	620893	620894	Spt6	True
chrIX	317372	317373	Spt6	True
chrII	604727	604728	Spt6	True
chrI	142354	142355	Spt6	True
chrXV	29041	29042	Spt6	True
chrVII	534051	534052	Spt6	False
chrXIV	63823	63824	Spt6	True
chrXIV	302892	302893	Spt6	True
chrIX	97348	97349	Spt6	False
chrXII	898850	898851	Spt6	False
chrII	300366	300367	Spt6	True
chrXIII	147006	147007	Spt6	True
chrXIV	500014	500015	Spt6	True
chrXV	93301	93302	Spt6	False
chrI	72212	72213	Spt6	True
chrII	235586	235587	Spt6	True
chrIV	1237751	1237752	Spt6	True
chrXVI	303973	303974	Spt6	True
chrXII	1018335	1018336	Spt6	True
chrXVI	405644	405645	Spt6	True
chrXV	445803	445804	Spt6	True
chrII	46528	46529	Spt6	False
chrIII	162967	162968	Spt6	True
chrXI	520819	520820	Spt6	False
chrVII	24184	24185	Spt6	True
chrVIII	381747	381748	Spt6	False
chrXII	806884	806885	Spt6	False
chrIV	323287	323288	Spt6	False
chrXIII	762206	762207	Spt6	False
chrXII	637942	637943	Spt6	True
chrVI	82770	82771	Spt6	True
chrV	322520	322521	Spt6	False
chrX	120691	120692	Spt6	True
chrXII	233906	233907	Spt6	True
chrVIII	34920	34921	Spt6	False
chrXIII	159591	159592	Spt6	True
chrV	302999	303000	Spt6	True
chrXIV	575390	575391	Spt6	False
chrXIII	499343	499344	Spt6	False
chrXII	638472	638473	Spt6	True
chrXIV	576926	576927	Spt6	True
chrIV	1239656	1239657	Spt6	True
chrXV	506487	506488	Spt6	True
chrXIV	332066	332067	Spt6	True
chrVII	556820	556821	Spt6	False
chrXVI	282713	282714	Spt6	True
chrXI	519890	519891	Spt6	True
chrIX	317652	317653	Spt6	True
chrVI	221166	221167	Spt6	True
chrII	394253	394254	Spt6	True
chrIX	256466	256467	Spt6	True
chrX	608962	608963	Spt6	False
chrXIII	163561	163562	Spt6	True
chrIV	1237261	1237262	Spt6	True
chrXV	81331	81332	Spt6	False
chrXIV	303032	303033	Spt6	True
chrVIII	34670	34671	Spt6	False
chrII	613186	613187	Spt6	True
chrXII	837850	837851	Spt6	False
chrXVI	821973	821974	Spt6	False
chrVIII	127153	127154	Spt6	True
chrXII	283681	283682	Spt6	False
chrXIV	414314	414315	Spt6	True
chrXI	163489	163490	Spt6	False
chrIV	44279	44280	Spt6	True
chrIX	25544	25545	Spt6	True
chrVII	278479	278480	Spt6	False
chrXII	794903	794904	Spt6	False
chrXIV	586115	586116	Spt6	False
chrXII	202370	202371	Spt6	True
chrXV	234478	234479	Spt6	False
chrXIV	585825	585826	Spt6	False
chrXIII	24539	24540	Spt6	True
chrXII	837810	837811	Spt6	False
chrXIV	303302	303303	Spt6	True
chrI	142534	142535	Spt6	True
chrXII	794943	794944	Spt6	False
chrXIV	62218	62219	Spt6	True
chrXVI	702120	702121	Spt6	True
chrV	67421	67422	Spt6	False
chrIV	580532	580533	Spt6	False
chrIV	472088	472089	Spt6	True
chrXI	284658	284659	Spt6	False
chrXIV	252317	252318	Spt6	True
chrIV	355863	355864	Spt6	True
chrVII	254839	254840	Spt6	True
chrXII	97075	97076	Spt6	True
chrVII	557246	557247	Spt6	True
chrII	89217	89218	Spt6	False
chrXVI	174331	174332	Spt6	True
chrVII	227997	227998	Spt6	True
chrXVI	701931	701932	Spt6	True
chrIX	231773	231774	Spt6	True
chrII	477926	477927	Spt6	True
chrXIII	25642	25643	Spt6	True
chrXII	48380	48381	Spt6	True
chrVIII	382265	382266	Spt6	True
chrVI	223522	223523	Spt6	False
chrXIII	223249	223250	Spt6	True
chrXII	1018661	1018662	Spt6	True
chrXIV	352647	352648	Spt6	False
chrXVI	642616	642617	Spt6	True
chrII	255459	255460	Spt6	True
chrV	269477	269478	Spt6	True
chrVII	148228	148229	Spt6	True
chrXII	96335	96336	Spt6	True
chrXVI	642406	642407	Spt6	True
chrII	556616	556617	Spt6	True
chrIV	1402436	1402437	Spt6	True
chrV	52113	52114	Spt6	False
chrII	300545	300546	Spt6	True
chrXIII	634007	634008	Spt6	True
chrXIII	220449	220450	Spt6	True
chrXV	446003	446004	Spt6	False
chrXI	617832	617833	Spt6	False
chrXIII	500433	500434	Spt6	True
chrXIII	754007	754008	Spt6	True
chrVII	609660	609661	Spt6	False
chrXIV	230347	230348	Spt6	False
chrXII	1030037	1030038	Spt6	False
chrXII	806040	806041	Spt6	True
chrXV	159583	159584	Spt6	True
chrXIII	887212	887213	Spt6	True
chrIV	1245885	1245886	Spt6	False
chrXIV	64313	64314	Spt6	True
chrVIII	126702	126703	Spt6	True
chrXII	637032	637033	Spt6	True
chrVIII	386257	386258	Spt6	True
chrVIII	554427	554428	Spt6	True
chrVII	364784	364785	Spt6	True
chrVII	24674	24675	Spt6	True
chrXIV	303482	303483	Spt6	False
chrXI	283117	283118	Spt6	True
chrVII	939444	939445	Spt6	False
chrXII	857070	857071	Spt6	True
chrXII	636992	636993	Spt6	True
chrV	52943	52944	Spt6	True
chrXIII	123965	123966	Spt6	True
chrIV	768783	768784	Spt6	True
chrXI	109916	109917	Spt6	True
chrXVI	280753	280754	Spt6	True
chrXIII	626436	626437	Spt6	False
chrVIII	504708	504709	Spt6	True
chrIII	138699	138700	Spt6	True
chrII	415030	415031	Spt6	True
chrX	349144	349145	Spt6	True
chrX	75072	75073	Spt6	True
chrXIII	626694	626695	Spt6	False
chrV	79281	79282	Spt6	True
chrVII	648240	648241	Spt6	False
chrXVI	407224	407225	Spt6	True
chrXV	621082	621083	Spt6	True
chrXIII	632879	632880	Spt6	True
chrXV	877464	877465	Spt6	True
chrXV	623834	623835	Spt6	True
chrXVI	432784	432785	Spt6	True
chrXI	327299	327300	Spt6	True
chrXIV	575819	575820	Spt6	True
chrXII	951375	951376	Spt6	True
chrVII	439365	439366	Spt6	True
chrXIII	226459	226460	Spt6	True
chrII	374703	374704	Spt6	True
chrX	90954	90955	Spt6	True
chrX	121790	121791	Spt6	False
chrIV	309648	309649	Spt6	False
chrXV	622364	622365	Spt6	True
chrX	139903	139904	Spt6	False
chrXVI	731546	731547	Spt6	True
chrIV	916091	916092	Spt6	False
chrIV	118303	118304	Spt6	True
chrII	606482	606483	Spt6	True
chrXIV	500414	500415	Spt6	False
chrXI	334724	334725	Spt6	True
chrIV	1360573	1360574	Spt6	True
chrII	169441	169442	Spt6	False
chrVII	479385	479386	Spt6	False
chrXII	898391	898392	Spt6	False
chrXVI	173831	173832	Spt6	True
chrIV	1245366	1245367	Spt6	True
chrXIII	632530	632531	Spt6	True
chrXIII	887621	887622	Spt6	True
chrIII	107321	107322	Spt6	True
chrVII	556412	556413	Spt6	True
chrXIV	585915	585916	Spt6	False
chrXIII	550982	550983	Spt6	True
chrXVI	405124	405125	Spt6	True
chrVII	807444	807445	Spt6	True
chrXV	29536	29537	Spt6	True
chrII	479087	479088	Spt6	False
chrXII	650571	650572	Spt6	True
chrXIV	89527	89528	Spt6	False
chrX	702229	702230	Spt6	True
chrVII	317125	317126	Spt6	False
chrXVI	75516	75517	Spt6	False
chrXI	618250	618251	Spt6	True
chrVII	25084	25085	Spt6	True
chrIII	177563	177564	Spt6	True
chrXIV	716302	716303	Spt6	False
chrII	612706	612707	Spt6	True
chrIV	309158	309159	Spt6	True
chrX	74934	74935	Spt6	True
chrIV	322500	322501	Spt6	True
chrIII	162416	162417	Spt6	False
chrVII	148506	148507	Spt6	True
chrIX	99210	99211	Spt6	True
chrXIV	62718	62719	Spt6	True
chrX	608519	608520	Spt6	True
chrII	88403	88404	Spt6	False
chrIV	1270246	1270247	Spt6	True
chrXI	142564	142565	Spt6	True
chrIV	1244866	1244867	Spt6	True
chrIX	68924	68925	Spt6	True
chrII	613646	613647	Spt6	True
chrIV	1302289	1302290	Spt6	False
chrXV	31149	31150	Spt6	True
chrXVI	377579	377580	Spt6	True
chrXII	820257	820258	Spt6	False
chrXIII	652499	652500	Spt6	False
chrV	267407	267408	Spt6	True
chrIV	555784	555785	Spt6	True
chrII	257030	257031	Spt6	False
chrXIII	888113	888114	Spt6	True
chrXII	640020	640021	Spt6	False
chrV	322410	322411	Spt6	False
chrIV	491755	491756	Spt6	True
chrIX	256876	256877	Spt6	True
chrXVI	173341	173342	Spt6	True
chrV	322898	322899	Spt6	True
chrXVI	173501	173502	Spt6	True
chrXV	778797	778798	Spt6	True
chrXIV	577250	577251	Spt6	True
chrXIII	163932	163933	Spt6	True
chrXII	781169	781170	Spt6	True
chrXIII	162131	162132	Spt6	False
chrVIII	104490	104491	Spt6	True
chrV	78836	78837	Spt6	True
chrXV	620073	620074	Spt6	True
chrII	393753	393754	Spt6	True
chrXIII	67794	67795	Spt6	False
chrXII	440669	440670	Spt6	True
chrI	140310	140311	Spt6	True
chrXII	638432	638433	Spt6	True
chrXVI	405454	405455	Spt6	True
chrIV	45629	45630	Spt6	True
chrVI	223083	223084	Spt6	False
chrXVI	718577	718578	Spt6	True
chrXIV	253247	253248	Spt6	True
chrII	301356	301357	Spt6	False
chrXI	520420	520421	Spt6	True
chrVII	479562	479563	Spt6	False
chrXVI	694651	694652	Spt6	True
chrXV	723222	723223	Spt6	True
chrIV	492075	492076	Spt6	True
chrXVI	795189	795190	Spt6	True
chrVIII	75626	75627	Spt6	True
chrXV	842657	842658	Spt6	False
chrXII	952904	952905	Spt6	True
chrVI	64197	64198	Spt6	False
chrXII	97305	97306	Spt6	True
chrIX	98764	98765	Spt6	True
chrVIII	505027	505028	Spt6	True
chrXV	505987	505988	Spt6	True
chrIV	1243396	1243397	Spt6	True
chrXV	841928	841929	Spt6	False
chrX	156755	156756	Spt6	True
chrX	664264	664265	Spt6	True
chrV	304224	304225	Spt6	True
chrXIII	389063	389064	Spt6	True
chrXI	283277	283278	Spt6	True
chrXV	900954	900955	Spt6	True
chrIV	1401997	1401998	Spt6	True
chrVI	82951	82952	Spt6	True
chrIV	309948	309949	Spt6	True
chrXII	348321	348322	Spt6	False
chrXIV	230427	230428	Spt6	False
chrXII	650087	650088	Spt6	True
chrXVI	718716	718717	Spt6	False
chrIV	579920	579921	Spt6	True
chrXVI	377829	377830	Spt6	True
chrIX	23546	23547	Spt6	True
chrIV	323327	323328	Spt6	False
chrXIII	220805	220806	Spt6	False
chrIII	177303	177304	Spt6	False
chrXI	142104	142105	Spt6	True
chrVII	648610	648611	Spt6	True
chrXII	1029075	1029076	Spt6	True
chrXIII	226099	226100	Spt6	True
chrXI	430878	430879	Spt6	False
chrVII	534461	534462	Spt6	False
chrXIII	222779	222780	Spt6	False
chrXIII	223639	223640	Spt6	True
chrIV	1238264	1238265	Spt6	False
chrXVI	822013	822014	Spt6	False
chrXII	899495	899496	Spt6	False
chrXI	334644	334645	Spt6	True
chrVIII	104980	104981	Spt6	True
chrIV	1301899	1301900	Spt6	True
chrXIV	415272	415273	Spt6	True
chrXIII	651869	651870	Spt6	True
chrXII	1017927	1017928	Spt6	False
chrX	122040	122041	Spt6	False
chrXI	519600	519601	Spt6	True
chrX	156385	156386	Spt6	False
chrXI	559095	559096	Spt6	False
chrIII	177813	177814	Spt6	True
chrXI	520160	520161	Spt6	True
chrXVI	654771	654772	Spt6	True
chrXV	977853	977854	Spt6	True
chrVIII	292356	292357	Spt6	True
chrXIV	716426	716427	Spt6	False
chrVIII	291859	291860	Spt6	True
chrXII	48110	48111	Spt6	True
chrXV	723702	723703	Spt6	True
chrII	394723	394724	Spt6	True
chrXII	201832	201833	Spt6	False
chrXIII	634488	634489	Spt6	False
chrIV	1243896	1243897	Spt6	True
chrIII	139156	139157	Spt6	False
chrXII	931526	931527	Spt6	True
chrVII	365254	365255	Spt6	True
chrVII	148746	148747	Spt6	False
chrVII	806734	806735	Spt6	True
chrVI	64540	64541	Spt6	True
chrVII	807194	807195	Spt6	True
chrIV	1450636	1450637	Spt6	True
chrXII	673330	673331	Spt6	True
chrV	424330	424331	Spt6	False
chrV	122311	122312	Spt6	False
chrVI	54125	54126	Spt6	True
chrII	680668	680669	Spt6	False
chrXIV	24933	24934	Spt6	True
chrV	122725	122726	Spt6	False
chrVIII	505351	505352	Spt6	True
chrXVI	282306	282307	Spt6	True
chrX	154395	154396	Spt6	True
chrVIII	75726	75727	Spt6	True
chrX	121300	121301	Spt6	True
chrXIV	413854	413855	Spt6	True
chrXV	576239	576240	Spt6	True
chrIII	142239	142240	Spt6	False
chrXII	953386	953387	Spt6	True
chrXIII	552148	552149	Spt6	True
chrXVI	642936	642937	Spt6	True
chrXII	952055	952056	Spt6	True
chrIV	1355330	1355331	Spt6	True
chrXVI	643106	643107	Spt6	True
chrXI	159089	159090	Spt6	True
chrX	454479	454480	Spt6	True
chrII	378263	378264	Spt6	True
chrX	121380	121381	Spt6	True
chrVII	439245	439246	Spt6	True
chrVII	727444	727445	Spt6	True
chrXIII	511538	511539	Spt6	True
chrXV	678585	678586	Spt6	True
chrIV	221513	221514	Spt6	False
chrIV	1270374	1270375	Spt6	True
chrXVI	433294	433295	Spt6	True
chrV	306515	306516	Spt6	True
chrIII	107592	107593	Spt6	False
chrIV	1270863	1270864	Spt6	False
chrXII	242951	242952	Spt6	True
chrIV	1355006	1355007	Spt6	True
chrV	363828	363829	Spt6	False
chrVI	223482	223483	Spt6	False
chrXV	624483	624484	Spt6	False
chrIV	340628	340629	Spt6	True
chrXV	253394	253395	Spt6	True
chrXIII	389483	389484	Spt6	True
chrII	375083	375084	Spt6	True
chrXVI	74505	74506	Spt6	True
chrIV	308659	308660	Spt6	True
chrIII	107552	107553	Spt6	False
chrVII	545476	545477	Spt6	False
chrX	349062	349063	Spt6	True
chrXV	253354	253355	Spt6	True
chrXI	364839	364840	Spt6	False
chrXV	1004181	1004182	Spt6	False
chrXII	263401	263402	Spt6	True
chrV	397770	397771	Spt6	False
chrXIII	888541	888542	Spt6	True
chrVII	787722	787723	Spt6	True
chrXVI	407579	407580	Spt6	False
chrIV	472916	472917	Spt6	True
chrXV	253014	253015	Spt6	False
chrXIII	159971	159972	Spt6	False
chrIV	1360106	1360107	Spt6	True
chrVI	220267	220268	Spt6	False
chrIV	44399	44400	Spt6	True
chrXVI	433784	433785	Spt6	True
chrIII	162796	162797	Spt6	True
chrXV	779198	779199	Spt6	True
chrXII	795674	795675	Spt6	True
chrXIII	220319	220320	Spt6	True
chrXVI	406143	406144	Spt6	False
chrVII	437710	437711	Spt6	True
chrXIV	252758	252759	Spt6	True
chrXII	348401	348402	Spt6	False
chrVIII	291401	291402	Spt6	True
chrVII	784437	784438	Spt6	True
chrXIII	164050	164051	Spt6	True
chrXIII	123485	123486	Spt6	True
chrXV	576957	576958	Spt6	True
chrXIII	552518	552519	Spt6	True
chrXV	780802	780803	Spt6	False
chrXVI	136006	136007	Spt6	True
chrXV	620113	620114	Spt6	True
chrV	78376	78377	Spt6	True
chrXIV	586281	586282	Spt6	False
chrXV	724162	724163	Spt6	True
chrXV	444843	444844	Spt6	True
chrII	592051	592052	Spt6	True
chrV	322770	322771	Spt6	True
chrII	606831	606832	Spt6	True
chrVII	556032	556033	Spt6	True
chrXII	95535	95536	Spt6	False
chrVII	438154	438155	Spt6	False
chrV	299759	299760	Spt6	True
chrIX	318021	318022	Spt6	False
chrV	167342	167343	Spt6	False
chrVII	798771	798772	Spt6	True
chrIV	340997	340998	Spt6	False
chrVII	364294	364295	Spt6	False
chrXV	867265	867266	Spt6	True
chrXVI	406835	406836	Spt6	True
chrXV	409758	409759	Spt6	False
chrV	102386	102387	Spt6	False
chrII	377843	377844	Spt6	True
chrXIII	633629	633630	Spt6	True
chrIV	218118	218119	Spt6	True
chrXIV	25443	25444	Spt6	True
chrVIII	385788	385789	Spt6	True
chrVII	278419	278420	Spt6	False
chrVII	806306	806307	Spt6	False
chrXV	1028103	1028104	Spt6	False
chrII	235171	235172	Spt6	False
chrIV	117853	117854	Spt6	True
chrVII	960779	960780	Spt6	True
chrII	373633	373634	Spt6	False
chrXII	931116	931117	Spt6	True
chrXII	856110	856111	Spt6	False
chrXVI	432964	432965	Spt6	True
chrVII	228117	228118	Spt6	True
chrXIV	174017	174018	Spt6	True
chrIV	768430	768431	Spt6	True
chrVII	254999	255000	Spt6	True
chrXI	158819	158820	Spt6	True
chrVIII	147959	147960	Spt6	True
chrII	333094	333095	Spt6	True
chrX	702709	702710	Spt6	True
chrXII	243131	243132	Spt6	True
chrVII	921478	921479	Spt6	True
chrXII	96165	96166	Spt6	True
chrXIII	762795	762796	Spt6	False
chrXIV	174307	174308	Spt6	True
chrII	681148	681149	Spt6	False
chrXVI	795897	795898	Spt6	False
chrIX	232183	232184	Spt6	True
chrII	377353	377354	Spt6	True
chrXIV	506622	506623	Spt6	True
chrII	612216	612217	Spt6	False
chrXIV	506254	506255	Spt6	True
chrXII	522885	522886	Spt6	True
chrXVI	646129	646130	Spt6	True
chrVIII	148486	148487	Spt6	True
chrVII	477990	477991	Spt6	True
chrXIV	25873	25874	Spt6	True
chrXII	712938	712939	Spt6	True
chrVII	255279	255280	Spt6	True
chrXIII	674019	674020	Spt6	True
chrII	374183	374184	Spt6	True
chrIV	118603	118604	Spt6	False
chrVII	727934	727935	Spt6	False
chrXII	952535	952536	Spt6	True
chrIX	23965	23966	Spt6	True
chrIX	69564	69565	Spt6	False
chrXV	623614	623615	Spt6	True
chrIV	356100	356101	Spt6	True
chrXI	431076	431077	Spt6	False
chrXII	899395	899396	Spt6	False
chrX	122471	122472	Spt6	True
chrXIV	174376	174377	Spt6	False
chrV	424030	424031	Spt6	True
chrXV	93821	93822	Spt6	True
chrXVI	694151	694152	Spt6	True
chrII	376853	376854	Spt6	True
chrII	414221	414222	Spt6	True
chrXIV	722917	722918	Spt6	True
chrXIII	753498	753499	Spt6	True
chrXV	576569	576570	Spt6	True
chrIX	97016	97017	Spt6	False
chrXII	712503	712504	Spt6	False
chrXVI	378190	378191	Spt6	True
chrVII	365779	365780	Spt6	True
chrXVI	516282	516283	Spt6	True
chrII	374433	374434	Spt6	True
chrVI	53715	53716	Spt6	True
chrXIV	502224	502225	Spt6	True
chrXII	242581	242582	Spt6	True
chrII	557046	557047	Spt6	True
chrXIV	507014	507015	Spt6	True
chrXV	759192	759193	Spt6	True
chrV	52515	52516	Spt6	False
chrVII	641065	641066	Spt6	True
chrVII	255478	255479	Spt6	False
chrX	76608	76609	Spt6	False
chrXIV	252798	252799	Spt6	True
chrXII	819840	819841	Spt6	True
chrII	60138	60139	Spt6	True
chrXIII	753138	753139	Spt6	False
chrXV	30647	30648	Spt6	True
chrXV	867965	867966	Spt6	False
chrXI	432118	432119	Spt6	True
chrXV	900564	900565	Spt6	True
chrXV	678235	678236	Spt6	True
chrII	592568	592569	Spt6	True
chrXIV	331657	331658	Spt6	True
chrVIII	76096	76097	Spt6	True
chrII	168803	168804	Spt6	True
chrXII	47807	47808	Spt6	False
chrIX	317062	317063	Spt6	True
chrXV	619883	619884	Spt6	True
chrII	333976	333977	Spt6	False
chrX	622777	622778	Spt6	True
chrX	521044	521045	Spt6	True
chrIV	45902	45903	Spt6	True
chrIII	58457	58458	Spt6	True
chrXVI	136184	136185	Spt6	True
chrVIII	382517	382518	Spt6	True
chrVII	439615	439616	Spt6	True
chrVI	75386	75387	Spt6	True
chrVII	727154	727155	Spt6	True
chrV	78296	78297	Spt6	True
chrVII	787195	787196	Spt6	False
chrXII	242391	242392	Spt6	True
chrX	652739	652740	Spt6	False
chrV	304646	304647	Spt6	True
chrIV	914209	914210	Spt6	False
chrVIII	120886	120887	Spt6	True
chrV	266887	266888	Spt6	True
chrIV	1301800	1301801	Spt6	True
chrII	479127	479128	Spt6	False
chrIV	428096	428097	Spt6	True
chrIV	1244448	1244449	Spt6	True
chrXII	856190	856191	Spt6	False
chrVII	960279	960280	Spt6	True
chrVII	648710	648711	Spt6	True
chrIV	1164393	1164394	Spt6	True
chrV	397010	397011	Spt6	True
chrXII	708744	708745	Spt6	True
chrII	333445	333446	Spt6	True
chrXIII	761929	761930	Spt6	False
chrIX	24314	24315	Spt6	True
chrXVI	283100	283101	Spt6	False
