gene	native_motif	source	fitted	w_native	jaspar_motif	rossi_sample	replicate	condition	heat_shock	rossi_motif	rossi_E	rossi_logE	rossi_nsites	power	e_rank	e_gap_log10	n_motifs_in_sample	e_ambiguous	ed_native_jaspar	kl_native_jaspar	ed_native_rossi	kl_native_rossi	ed_jaspar_rossi	kl_jaspar_rossi	w_jaspar	w_rossi	w_window	w_shortest	window_anchor	n_dropped	window_cost_kl	off_native	orient_native	off_jaspar	orient_jaspar	off_rossi	orient_rossi	odd_one_out	margin_kl	verdict	rep_n_reps	rep_consensus	rep_n_consensus	rep_n_native_odd	rep_n_rossi_odd	rep_n_heat_shock	rep_max_nsites	rep_unanimous
ABF2	Abf2_badis	badis		6	ABF2_jaspar_MA0266.2												0		0.0226	0.0035					6		6	6	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
ADR1	Adr1_badis	badis		6	ADR1_jaspar_MA0268.2												0		0.0206	0.0031					6		6	6	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
AFT1	Aft1_zhu	zhu		10	AFT1_jaspar_MA0269.2												0		0.0012	0.0000					10		10	10	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
ARO80	Aro80_zhu	zhu		8	ARO80_jaspar_MA0273.2												0		0.0011	0.0000					8		8	8	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
ASG1	Asg1_zhu	zhu		15	ASG1_jaspar_MA0275.1												0		0.1812	0.1132					6		6	6	jaspar	0	0.0000	-9	+	0	-					two_datasets_only	0		0	0	0	0	0	
CAT8	Cat8_badis	badis		5	CAT8_jaspar_MA0280.2												0		0.0274	0.0042					5		5	5	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
CEP3	Cep3_badis	badis		7	CEP3_jaspar_MA0282.2												0		0.0214	0.0030					7		7	7	native	0	-0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
CRZ1	Crz1_badis	badis		13	CRZ1_jaspar_MA0285.2												0		0.1287	0.0877					6		6	6	jaspar	0	0.0000	-4	+	0	+					two_datasets_only	0		0	0	0	0	0	
CST6	Cst6_murphy	murphy		10	CST6_jaspar_MA0286.2												0		0.0965	0.0435					6		6	6	jaspar	0	0.0000	-1	+	0	+					two_datasets_only	0		0	0	0	0	0	
DAL80	Dal80_badis	badis		7	DAL80_jaspar_MA0289.1												0		0.0205	0.0032					7		7	7	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
DAL82	Dal82_badis	badis		10	DAL82_jaspar_MA0291.1												0		0.2180	0.1606					9		9	9	jaspar	0	0.0000	-1	+	0	+					two_datasets_only	0		0	0	0	0	0	
ECM22	Ecm22_murphy	murphy		10	ECM22_jaspar_MA0292.2												0		0.6133	1.1289					6		6	6	jaspar	0	0.0000	-1	+	0	+					two_datasets_only	0		0	0	0	0	0	
ECM23	Ecm23_badis	badis		11	ECM23_jaspar_MA0293.2												0		0.1098	0.0591					5		5	5	jaspar	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
GAT1	Gat1_zhu	zhu		9	GAT1_jaspar_MA0300.2												0		0.0208	0.0053					6		6	6	jaspar	0	0.0000	-1	+	0	-					two_datasets_only	0		0	0	0	0	0	
GAT3	Gat3_zhu	zhu		9	GAT3_jaspar_MA0301.2												0		0.1269	0.0566					6		6	6	jaspar	0	0.0000	0	+	0	-					two_datasets_only	0		0	0	0	0	0	
GAT4	Gat4_zhu	zhu		8	GAT4_jaspar_MA0302.2												0		0.0850	0.0321					6		6	6	jaspar	0	0.0000	-1	+	0	+					two_datasets_only	0		0	0	0	0	0	
GLN3	Gln3_badis	badis		7	GLN3_jaspar_MA0307.1												0		0.1463	0.1123					5		5	5	jaspar	0	0.0000	-1	+	0	-					two_datasets_only	0		0	0	0	0	0	
GSM1	Gsm1_zhu	zhu		10	GSM1_jaspar_MA0308.2												0		0.0015	0.0000					10		10	10	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
HAC1	Hac1_badis	badis		7	HAC1_jaspar_MA0310.2												0		0.0256	0.0042					7		7	7	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
HCM1	Hcm1_badis	badis		8	HCM1_jaspar_MA0317.2												0		0.1467	0.0758					7		7	7	jaspar	0	-0.0000	-1	+	0	+					two_datasets_only	0		0	0	0	0	0	
HMLALPHA2	Hmlalpha2_murphy	murphy		8													0															0	+							no_comparison	0		0	0	0	0	0	
HMRA2	Hmra2_badis	badis		8	HMRA2_jaspar_MA0318.1												0		0.1357	0.0744					8		8	8	native	0	0.0000	0	+	0	-					two_datasets_only	0		0	0	0	0	0	
MGA1	Mga1_zhu	zhu		7	MGA1_jaspar_MA0336.2												0		0.0014	0.0000					9		7	7	native	0	0.0000	0	+	-2	+					two_datasets_only	0		0	0	0	0	0	
MIG3	Mig3_zhu	zhu		11	MIG3_jaspar_MA0339.2												0		0.1019	0.0414					6		6	6	jaspar	0	0.0000	-2	+	0	+					two_datasets_only	0		0	0	0	0	0	
MOT3	Mot3_murphy	murphy		9	MOT3_jaspar_MA0340.1												0		0.1430	0.1288					6		6	6	jaspar	0	0.0000	-1	+	0	+					two_datasets_only	0		0	0	0	0	0	
MSN1	Msn1_murphy	murphy		11													0															0	+							no_comparison	0		0	0	0	0	0	
MSN2	Msn2_badis	badis		5	MSN2_jaspar_MA0341.1												0		0.0274	0.0042					5		5	5	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
MSN4	Msn4_badis	badis		5	MSN4_jaspar_MA0342.1												0		0.0272	0.0043					5		5	5	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
NDT80	Ndt80_zhu	zhu		9	NDT80_jaspar_MA0343.2												0		0.0013	0.0000					9		9	9	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
NHP10	Nhp10_badis	badis		8	NHP10_jaspar_MA0344.1												0		0.0221	0.0031					8		8	8	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
NHP6B	Nhp6b_zhu	zhu		8													0															0	+							no_comparison	0		0	0	0	0	0	
OAF1	Oaf1_badis	badis		8	OAF1_jaspar_MA0348.2												0		0.0169	0.0025					8		8	8	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
PBF1	Pbf1_zhu	zhu		10													0															0	+							no_comparison	0		0	0	0	0	0	
PBF2	Pbf2_zhu	zhu		10													0															0	+							no_comparison	0		0	0	0	0	0	
PDR8	Pdr8_badis	badis		7	PDR8_jaspar_MA0354.2												0		0.0249	0.0039					7		7	7	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
PHO2	Pho2_badis	badis		8	PHO2_jaspar_MA0356.1												0		0.2518	0.1990					6		5	6	jaspar	1	-0.2330	1	+	0	+					two_datasets_only	0		0	0	0	0	0	
PHO4	Pho4_zhu	zhu		8	PHO4_jaspar_MA0357.1												0		0.0014	0.0000					8		8	8	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
RDR1	Rdr1_zhu	zhu		7	RDR1_jaspar_MA0360.2												0		0.1865	0.1412					7		6	7	native	1	0.0000	0	+	-1	+					two_datasets_only	0		0	0	0	0	0	
RDS1	Rds1_zhu	zhu		8	RDS1_jaspar_MA0361.2												0		0.0842	0.0394					6		6	6	jaspar	0	-0.0000	-1	+	0	-					two_datasets_only	0		0	0	0	0	0	
RDS2	Rds2_badis	badis		6	RDS2_jaspar_MA0362.2												0		0.0231	0.0034					6		6	6	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
REI1	Rei1_badis	badis		7	REI1_jaspar_MA0364.1												0		0.0221	0.0040					7		7	7	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
RGM1	Rgm1_badis	badis		9	RGM1_jaspar_MA0366.1												0		0.0744	0.0353					5		5	5	jaspar	0	-0.0000	-2	+	0	-					two_datasets_only	0		0	0	0	0	0	
RGT1	Rgt1_badis	badis		8	RGT1_jaspar_MA0367.2												0		0.0167	0.0028					8		8	8	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
RIM101	Rim101_badis	badis		7	RIM101_jaspar_MA0368.1												0		0.0280	0.0044					7		7	7	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
RSC30	Rsc30_zhu	zhu		10	RSC30_jaspar_MA0375.2												0		0.1099	0.0633					7		7	7	jaspar	0	0.0000	-2	+	0	-					two_datasets_only	0		0	0	0	0	0	
RTG3	Rtg3_zhu	zhu		8	RTG3_jaspar_MA0376.2												0		0.0016	0.0000					8		8	8	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
SIG1	Sig1_badis	badis		5													0															0	+							no_comparison	0		0	0	0	0	0	
SIP4	Sip4_badis	badis		7	SIP4_jaspar_MA0380.2												0		0.0210	0.0033					6		6	6	jaspar	0	0.0000	-1	+	0	+					two_datasets_only	0		0	0	0	0	0	
SMP1	Smp1_zhu	zhu		13	SMP1_jaspar_MA2706.1												0		0.4756	0.5116					12		11	12	jaspar	1	0.0098	1	+	0	+					two_datasets_only	0		0	0	0	0	0	
SRD1	Srd1_badis	badis		6	SRD1_jaspar_MA0389.2												0		0.0128	0.0022					6		6	6	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
STP3	Stp3_badis	badis		8	STP3_jaspar_MA0396.2												0		0.1068	0.0516					6		5	6	jaspar	1	-1.8821	-3	+	0	+					two_datasets_only	0		0	0	0	0	0	
SUT2	Sut2_zhu	zhu		10	SUT2_jaspar_MA0400.2												0		0.0014	0.0000					10		10	10	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
TBS1	Tbs1_zhu	zhu		10	TBS1_jaspar_MA0404.1												0		0.1398	0.0755					8		8	8	jaspar	0	0.0000	-1	+	0	+					two_datasets_only	0		0	0	0	0	0	
TEC1	Tec1_badis	badis		7	TEC1_jaspar_MA0406.2												0		0.0202	0.0038					7		7	7	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
TOS8	Tos8_badis	badis		6	TOS8_jaspar_MA0408.2												0		0.0225	0.0035					6		6	6	native	0	-0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
TYE7	Tye7_zhu	zhu		10	TYE7_jaspar_MA0409.1												0		0.0850	0.0379					7		7	7	jaspar	0	0.0000	-2	+	0	+					two_datasets_only	0		0	0	0	0	0	
UGA3	Uga3_badis	badis		7	UGA3_jaspar_MA0410.2												0		0.0210	0.0028					7		7	7	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
UPC2	Upc2_murphy	murphy		9	UPC2_jaspar_MA0411.2												0		0.1062	0.0484					6		6	6	jaspar	0	0.0000	-1	+	0	-					two_datasets_only	0		0	0	0	0	0	
USV1	Usv1_zhu	zhu		10	USV1_jaspar_MA0413.2												0		0.0017	0.0000					10		10	10	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
VHR1	Vhr1_murphy	murphy		10													0															0	+							no_comparison	0		0	0	0	0	0	
XBP1	Xbp1_badis	badis		6	XBP1_jaspar_MA0414.2												0		0.0221	0.0035					6		6	6	native	0	-0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
YAP3	Yap3_murphy	murphy		10	YAP3_jaspar_MA0416.2												0		0.0795	0.0323					7		7	7	jaspar	0	0.0000	-3	+	0	-					two_datasets_only	0		0	0	0	0	0	
YAP6	Yap6_zhu	zhu		10	YAP6_jaspar_MA0418.2												0		0.0012	0.0000					10		10	10	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
YBR033W	Ybr033w_murphy	murphy		11													0															0	+							no_comparison	0		0	0	0	0	0	
YBR239C	Ybr239c_zhu	zhu		9													0															0	+							no_comparison	0		0	0	0	0	0	
YDR520C	Ydr520c_badis	badis		10													0															0	+							no_comparison	0		0	0	0	0	0	
YER064C	Yer064c_murphy	murphy		10													0															0	+							no_comparison	0		0	0	0	0	0	
YER130C	Yer130c_badis	badis		10	YER130C_jaspar_MA0423.2												0		0.0677	0.0233					7		7	7	jaspar	0	-0.0000	-2	+	0	-					two_datasets_only	0		0	0	0	0	0	
YER184C	Yer184c_murphy	murphy		9	YER184C_jaspar_MA0424.2												0		0.2687	0.2750					6		5	6	jaspar	1	-0.1095	-4	+	0	-					two_datasets_only	0		0	0	0	0	0	
YGR067C	Ygr067c_badis	badis		8	YGR067C_jaspar_MA0425.2												0		0.0532	0.0230					6		6	6	jaspar	0	0.0000	0	+	0	-					two_datasets_only	0		0	0	0	0	0	
YKL222C	Ykl222c_zhu	zhu		11	YKL222C_jaspar_MA0428.2												0		0.0849	0.0305					8		8	8	jaspar	0	0.0000	-1	+	0	+					two_datasets_only	0		0	0	0	0	0	
YLL054C	Yll054c_zhu	zhu		18	YLL054C_jaspar_MA0429.1												0		0.4096	0.4258					7		7	7	jaspar	0	0.0000	-9	+	0	-					two_datasets_only	0		0	0	0	0	0	
YLR278C	Ylr278c_murphy	murphy		9	YLR278C_jaspar_MA0430.2												0		0.0780	0.0284					7		7	7	jaspar	0	0.0000	-1	+	0	-					two_datasets_only	0		0	0	0	0	0	
YML081W	Yml081w_zhu	zhu		9													0															0	+							no_comparison	0		0	0	0	0	0	
YNR063W	Ynr063w_badis	badis		8	YNR063W_jaspar_MA0432.1												0		0.0215	0.0034					8		8	8	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
YOX1	Yox1_badis	badis		7	YOX1_jaspar_MA0433.2												0		0.0241	0.0040					7		7	7	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
YPR013C	Ypr013c_zhu	zhu		9	YPR013C_jaspar_MA0434.2												0		0.1737	0.1234					7		7	7	jaspar	0	0.0000	-1	+	0	+					two_datasets_only	0		0	0	0	0	0	
YPR015C	Ypr015c_zhu	zhu		11	YPR015C_jaspar_MA0435.2												0		0.0012	0.0000					11		11	11	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
YPR022C	Ypr022c_badis	badis		6	YPR022C_jaspar_MA0436.2												0		0.0281	0.0045					6		6	6	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
YPR196W	Ypr196w_badis	badis		11	YPR196W_jaspar_MA0437.1												0		0.1334	0.0483					9		9	9	jaspar	0	0.0000	-1	+	0	+					two_datasets_only	0		0	0	0	0	0	
YRM1	Yrm1_badis	badis		7	YRM1_jaspar_MA0438.2												0		0.0135	0.0022					7		7	7	native	0	0.0000	0	+	0	+					two_datasets_only	0		0	0	0	0	0	
ZMS1	Zms1_badis	badis		9	ZMS1_jaspar_MA0441.2												0		0.1316	0.0582					7		7	7	jaspar	0	0.0000	0	+	0	-					two_datasets_only	0		0	0	0	0	0	
