chr	start	end	name	v	strand	in_body	near_rna	d_tss	d_end	in_prom	in_end	subtel	cls_prom_first	cls_body_first	ambiguous	n_pass	n_seen	best_fold	best_logp	has_motif
chrX	421804	421805	chr10_421804_421805	901	.	False	False	-141.0	893.0	True	False	False	promoter	promoter	False	2	2	2.876	-68.801	True
chrXIII	760343	760344	chr13_760343_760344	539	.	True	False	537.0	1160.0	False	False	False	gene body	gene body	False	1	1	1.749	-24.418	False
chrXIII	408218	408219	chr13_408218_408219	1000	.	True	False	510.0	-348.0	False	False	False	gene body	gene body	False	2	2	3.41	-180.447	True
chrXV	511422	511423	chr15_511422_511423	1000	.	False	False	-244.0	-1584.0	True	False	False	promoter	promoter	False	1	1	3.261	-98.927	True
chrXIV	289630	289631	chr14_289630_289631	508	.	True	False	133.0	563.0	False	False	False	gene body	gene body	False	2	3	2.908	-47.192	True
chrXII	523473	523474	chr12_523473_523474	740	.	False	False	-158.0	185.0	True	True	False	promoter	promoter	True	3	3	2.373	-66.979	True
chrXV	988488	988489	chr15_988488_988489	1000	.	True	False	294.0	-1590.0	False	False	False	gene body	gene body	False	3	3	4.503	-115.478	True
chrXII	658352	658353	chr12_658352_658353	1000	.	False	False	-473.0	-1439.0	True	False	False	promoter	promoter	False	2	2	3.278	-69.427	True
chrIX	226407	226408	chr9_226407_226408	894	.	False	False	-194.0	-2012.0	True	False	False	promoter	promoter	False	2	2	2.336	-61.405	True
chrXVI	700817	700818	chr16_700817_700818	251	.	True	False	224.0	803.0	False	False	False	gene body	gene body	False	0	0			False
chrX	136500	136501	chr10_136500_136501	1000	.	True	False	273.0	-33.0	False	True	False	gene end	gene body	True	0	0			False
chrVIII	236379	236380	chr8_236379_236380	1000	.	True	False	133.0	-1.0	False	True	False	gene end	gene body	True	1	1	3.324	-51.828	True
chrXIV	217609	217610	chr14_217609_217610	1000	.	True	False	-567.0	-87.0	False	True	False	gene end	gene body	True	3	3	4.28	-140.394	True
chrII	458530	458531	chr2_458530_458531	957	.	False	False	-77.0	-302.0	True	False	False	promoter	promoter	False	1	1	2.406	-76.783	True
chrII	786979	786980	chr2_786979_786980	1000	.	False	False	-26.0	-1451.0	True	False	False	promoter	promoter	False	2	2	3.552	-24.445	True
chrIII	279959	279960	chr3_279959_279960	1000	.	False	False	-139.0	-3196.0	True	False	False	promoter	promoter	False	1	1	3.152	-44.707	True
chrVII	67444	67445	chr7_67444_67445	871	.	False	False	-153.0	-1887.0	True	False	False	promoter	promoter	False	2	2	2.98	-61.273	True
chrVII	277732	277733	chr7_277732_277733	236	.	True	False	116.0	-99.0	False	True	False	gene end	gene body	True	0	0			False
chrXIV	174656	174657	chr14_174656_174657	959	.	False	False	-341.0	-2069.0	True	False	False	promoter	promoter	False	0	0			False
chrII	87978	87979	chr2_87978_87979	968	.	False	True	-189.0	21.0	True	True	False	promoter	promoter	True	3	3	3.691	-86.789	False
chrX	291895	291896	chr10_291895_291896	651	.	True	False	-1121.0	-560.0	False	False	False	gene body	gene body	False	3	3	3.511	-47.008	True
chrXVI	339601	339602	chr16_339601_339602	1000	.	False	False	-342.0	-1344.0	True	False	False	promoter	promoter	False	3	3	4.391	-106.358	True
chrIV	1224638	1224639	chr4_1224638_1224639	1000	.	False	False	-118.0	-388.0	True	False	False	promoter	promoter	False	2	2	3.693	-43.946	True
chrXIV	366606	366607	chr14_366606_366607	814	.	False	False	-134.0	194.0	True	True	False	promoter	promoter	True	2	2	2.944	-41.976	True
chrX	335727	335728	chr10_335727_335728	900	.	False	False	-170.0	26.0	True	True	False	promoter	promoter	True	1	1	3.064	-22.93	True
chrXI	513291	513292	chr11_513291_513292	1000	.	False	True	-132.0	-1293.0	True	False	False	promoter	promoter	False	2	2	3.762	-682.816	True
chrV	435655	435656	chr5_435655_435656	947	.	False	True	-1535.0	1611.0	False	False	False	other intergenic	other intergenic	False	3	3	3.121	-111.537	True
chrXI	551521	551522	chr11_551521_551522	1000	.	False	False	-135.0	154.0	True	True	False	promoter	promoter	True	1	1	2.896	-33.758	True
chrXII	486742	486743	chr12_486742_486743	1000	.	True	False	547.0	-542.0	False	False	False	gene body	gene body	False	2	2	4.066	-84.311	True
chrXV	70181	70182	chr15_70181_70182	769	.	True	False	-137.0	-26.0	True	True	False	promoter	gene body	True	2	2	2.406	-49.366	True
chrXVI	118170	118171	chr16_118170_118171	1000	.	False	False	-211.0	483.0	True	False	False	promoter	promoter	False	1	1	3.455	-36.741	True
chrIV	894016	894017	chr4_894016_894017	691	.	False	False	486.0	72.0	False	True	False	gene end	gene end	False	2	2	3.086	-38.921	True
chrVII	547531	547532	chr7_547531_547532	788	.	False	False	-231.0	62.0	True	True	False	promoter	promoter	True	2	2	2.644	-43.706	True
chrIV	1002374	1002375	chr4_1002374_1002375	897	.	False	False	-351.0	135.0	True	True	False	promoter	promoter	True	3	3	4.411	-80.399	True
chrXV	898526	898527	chr15_898526_898527	887	.	False	False	-166.0	529.0	True	False	False	promoter	promoter	False	1	1	2.816	-38.099	True
chrIII	294620	294621	chr3_294620_294621	676	.	True	False	182.0	-85.0	False	True	True	gene end	gene body	True	0	0			False
chrXV	218755	218756	chr15_218755_218756	926	.	False	False	-455.0	307.0	True	False	False	promoter	promoter	False	0	0			False
chrXV	823724	823725	chr15_823724_823725	872	.	True	False	1143.0	-1137.0	False	False	False	gene body	gene body	False	3	3	3.513	-59.126	True
chrXV	259758	259759	chr15_259758_259759	363	.	False	True	-164.0	728.0	True	False	False	promoter	promoter	False	2	2	2.52	-37.855	True
chrV	343366	343367	chr5_343366_343367	565	.	True	False	512.0	-47.0	False	True	False	gene end	gene body	True	1	1	2.025	-27.542	True
chrIX	308078	308079	chr9_308078_308079	691	.	False	False	-149.0	122.0	True	True	False	promoter	promoter	True	2	2	3.431	-65.316	True
chrXIV	405743	405744	chr14_405743_405744	1000	.	False	False	-179.0	-2279.0	True	False	False	promoter	promoter	False	1	1	3.72	-43.856	False
chrV	492302	492303	chr5_492302_492303	776	.	False	True	-344.0	553.0	True	False	False	promoter	promoter	False	0	0			False
chrVII	277995	277996	chr7_277995_277996	381	.	True	False	-131.0	-362.0	True	False	False	promoter	gene body	True	1	1	1.832	-14.672	False
chrXI	39016	39017	chr11_39016_39017	509	.	False	True	-146.0	-2318.0	True	False	False	promoter	promoter	False	2	2	2.277	-59.753	True
chrXVI	411918	411919	chr16_411918_411919	860	.	False	False	-335.0	633.0	True	False	False	promoter	promoter	False	1	1	2.402	-65.607	False
chrV	302494	302495	chr5_302494_302495	659	.	False	False	-167.0	-548.0	True	False	False	promoter	promoter	False	2	2	2.2	-40.771	False
chrXIII	872741	872742	chr13_872741_872742	619	.	False	False	-116.0	549.0	True	False	False	promoter	promoter	False	0	0			False
chrV	268523	268524	chr5_268523_268524	1000	.	False	False	-410.0	899.0	True	False	False	promoter	promoter	False	3	3	4.566	-100.962	True
chrXV	511366	511367	chr15_511366_511367	1000	.	False	False	-188.0	-1640.0	True	False	False	promoter	promoter	False	1	1	3.264	-75.877	True
chrXII	1014055	1014056	chr12_1014055_1014056	463	.	True	False	123.0	-147.0	False	False	False	gene body	gene body	False	1	2	2.077	-40.035	True
chrXIII	220471	220472	chr13_220471_220472	79	.	True	False	334.0	-257.0	False	False	False	gene body	gene body	False	0	0			False
chrXIV	251838	251839	chr14_251838_251839	1000	.	False	False	-220.0	95.0	True	True	False	promoter	promoter	True	2	2	3.973	-96.703	True
chrXVI	874996	874997	chr16_874996_874997	781	.	False	False	-371.0	70.0	True	True	False	promoter	promoter	True	3	3	3.351	-35.939	True
chrVI	40453	40454	chr6_40453_40454	979	.	True	False	33.0	-1611.0	True	False	False	promoter	gene body	True	0	0			False
chrVI	74941	74942	chr6_74941_74942	1000	.	True	False	70.0	-251.0	True	False	False	promoter	gene body	True	2	2	3.353	-58.767	True
chrXV	649091	649092	chr15_649091_649092	569	.	False	False	-84.0	-288.0	True	False	False	promoter	promoter	False	0	0			False
chrVII	423008	423009	chr7_423008_423009	767	.	False	True	-952.0	-1999.0	False	False	False	other intergenic	other intergenic	False	0	0			False
chrVI	54325	54326	chr6_54325_54326	601	.	True	False	371.0	1040.0	False	False	False	gene body	gene body	False	0	0			False
chrXII	253424	253425	chr12_253424_253425	1000	.	False	False	-344.0	-1534.0	True	False	False	promoter	promoter	False	2	2	4.262	-116.803	True
chrVIII	190287	190288	chr8_190287_190288	899	.	False	False	-255.0	-1157.0	True	False	False	promoter	promoter	False	3	3	4.225	-83.18	True
chrXIII	408491	408492	chr13_408491_408492	1000	.	True	False	-662.0	-75.0	False	True	False	gene end	gene body	True	2	2	4.651	-185.904	True
chrXII	921445	921446	chr12_921445_921446	898	.	True	False	151.0	472.0	False	False	False	gene body	gene body	False	1	1	2.8	-108.115	False
chrXII	483090	483091	chr12_483090_483091	1000	.	True	False	547.0	-542.0	False	False	False	gene body	gene body	False	2	2	4.321	-76.772	True
chrIV	1293261	1293262	chr4_1293261_1293262	783	.	False	False	-170.0	107.0	True	True	False	promoter	promoter	True	2	2	3.099	-60.814	True
chrII	401017	401018	chr2_401017_401018	917	.	False	False	-127.0	235.0	True	True	False	promoter	promoter	True	3	3	3.888	-77.501	True
chrII	101372	101373	chr2_101372_101373	798	.	False	False	-216.0	-1002.0	True	False	False	promoter	promoter	False	3	3	3.805	-43.117	True
chrXV	472522	472523	chr15_472522_472523	1000	.	True	False	-202.0	-75.0	True	True	False	promoter	gene body	True	0	0			False
chrXI	38328	38329	chr11_38328_38329	789	.	False	True	-175.0	-1630.0	True	False	False	promoter	promoter	False	3	3	2.885	-58.359	True
chrXI	80703	80704	chr11_80703_80704	732	.	False	False	-166.0	-544.0	True	False	False	promoter	promoter	False	2	2	2.716	-67.838	True
chrIII	292792	292793	chr3_292792_292793	756	.	False	False	746.0	386.0	False	False	True	other intergenic	other intergenic	False	1	1	2.602	-76.23	False
chrIX	212252	212253	chr9_212252_212253	604	.	False	False	-246.0	-1330.0	True	False	False	promoter	promoter	False	1	1	2.234	-48.442	False
chrVIII	102493	102494	chr8_102493_102494	319	.	False	False	-118.0	93.0	True	True	False	promoter	promoter	True	0	0			False
chrXII	193569	193570	chr12_193569_193570	512	.	False	False	-288.0	-1605.0	True	False	False	promoter	promoter	False	3	3	3.23	-55.751	True
chrXVI	99166	99167	chr16_99166_99167	504	.	False	False	-317.0	-920.0	True	False	False	promoter	promoter	False	1	2	2.046	-40.045	False
chrII	136208	136209	chr2_136208_136209	1000	.	True	False	211.0	-158.0	False	False	False	gene body	gene body	False	3	3	3.583	-68.244	True
chrXIV	295826	295827	chr14_295826_295827	619	.	False	False	-317.0	133.0	True	True	False	promoter	promoter	True	2	2	4.049	-56.741	True
chrIV	221315	221316	chr4_221315_221316	260	.	False	False	486.0	408.0	False	False	False	other intergenic	other intergenic	False	0	0			False
chrIX	355520	355521	chr9_355520_355521	739	.	False	False	1375.0	39.0	False	True	False	gene end	gene end	False	2	2	2.901	-70.045	True
chrVII	609764	609765	chr7_609764_609765	382	.	False	True	-799.0	663.0	False	False	False	other intergenic	other intergenic	False	1	1	1.895	-37.483	True
chrVIII	122501	122502	chr8_122501_122502	691	.	False	False	264.0	48.0	False	True	False	gene end	gene end	False	0	0			False
chrIII	47055	47056	chr3_47055_47056	610	.	False	False	-150.0	55.0	True	True	False	promoter	promoter	True	1	1	2.595	-21.951	True
chrVIII	451935	451936	chr8_451935_451936	92	.	True	False	609.0	-705.0	False	False	False	gene body	gene body	False	0	1	1.66	-5.223	False
chrXII	473510	473511	chr12_473510_473511	1000	.	True	False	547.0	-542.0	False	False	False	gene body	gene body	False	2	2	4.039	-69.853	True
chrI	141788	141789	chr1_141788_141789	953	.	False	False	-357.0	381.0	True	False	False	promoter	promoter	False	3	3	3.164	-122.417	True
chrXI	408334	408335	chr11_408334_408335	795	.	False	False	-209.0	-870.0	True	False	False	promoter	promoter	False	1	1	3.271	-42.798	True
chrIII	294810	294811	chr3_294810_294811	970	.	False	False	372.0	105.0	False	True	True	gene end	gene end	False	2	2	3.091	-112.35	True
chrIX	96545	96546	chr9_96545_96546	606	.	True	False	-170.0	-24.0	True	True	False	promoter	gene body	True	1	1	2.232	-19.407	True
chrIV	43793	43794	chr4_43793_43794	562	.	False	False	-271.0	86.0	True	True	False	promoter	promoter	True	0	0			False
chrXVI	834413	834414	chr16_834413_834414	444	.	False	False	-151.0	168.0	True	True	False	promoter	promoter	True	1	1	1.815	-27.924	True
chrXII	202887	202888	chr12_202887_202888	690	.	False	False	-297.0	-912.0	True	False	False	promoter	promoter	False	0	0			False
chrXV	444344	444345	chr15_444344_444345	390	.	False	False	-341.0	-1505.0	True	False	False	promoter	promoter	False	1	1	1.848	-27.74	False
chrX	608245	608246	chr10_608245_608246	622	.	False	False	-59.0	-613.0	True	False	False	promoter	promoter	False	0	0			False
chrV	192093	192094	chr5_192093_192094	899	.	True	False	-305.0	-135.0	True	False	False	promoter	gene body	True	1	1	3.567	-18.106	True
chrXI	69070	69071	chr11_69070_69071	620	.	True	False	1150.0	-839.0	False	False	False	gene body	gene body	False	2	2	2.615	-36.075	True
chrIV	1267149	1267150	chr4_1267149_1267150	628	.	False	False	-251.0	354.0	True	False	False	promoter	promoter	False	1	1	2.237	-45.741	False
chrI	45447	45448	chr1_45447_45448	1000	.	False	False	-425.0	-2567.0	True	False	False	promoter	promoter	False	1	1	4.542	-84.494	True
chrVIII	34298	34299	chr8_34298_34299	701	.	False	False	-221.0	661.0	True	False	False	promoter	promoter	False	2	2	3.464	-72.53	True
chrXVI	246765	246766	chr16_246765_246766	515	.	False	False	-224.0	-2447.0	True	False	False	promoter	promoter	False	1	1	2.969	-22.24	True
chrVII	271458	271459	chr7_271458_271459	760	.	True	False	462.0	-681.0	False	False	False	gene body	gene body	False	3	3	3.329	-41.038	True
chrXII	198926	198927	chr12_198926_198927	109	.	False	True	-841.0	613.0	False	False	False	other intergenic	other intergenic	False	1	1	1.249	-13.358	False
chrVII	56280	56281	chr7_56280_56281	714	.	False	False	-201.0	465.0	True	False	False	promoter	promoter	False	2	2	3.596	-11.814	True
chrIV	611948	611949	chr4_611948_611949	673	.	False	False	-124.0	23.0	True	True	False	promoter	promoter	True	2	2	3.893	-58.929	True
chrXV	1018995	1018996	chr15_1018995_1018996	448	.	False	False	-249.0	-1116.0	True	False	False	promoter	promoter	False	1	1	2.172	-42.323	False
chrXI	288721	288722	chr11_288721_288722	637	.	False	False	-123.0	148.0	True	True	False	promoter	promoter	True	2	2	2.615	-42.057	True
chrXVI	899956	899957	chr16_899956_899957	667	.	False	False	-237.0	-498.0	True	False	False	promoter	promoter	False	2	2	2.613	-49.962	False
chrXI	38866	38867	chr11_38866_38867	198	.	False	True	-296.0	-2168.0	True	False	False	promoter	promoter	False	0	0			False
chrV	194111	194112	chr5_194111_194112	357	.	True	False	428.0	-119.0	False	False	False	gene body	gene body	False	1	2	2.364	-28.144	False
chrX	415815	415816	chr10_415815_415816	628	.	False	True	-1045.0	-1531.0	False	False	False	other intergenic	other intergenic	False	0	0			False
chrVIII	48163	48164	chr8_48163_48164	1000	.	False	False	-195.0	-2235.0	True	False	False	promoter	promoter	False	3	3	4.944	-538.04	True
chrXII	764420	764421	chr12_764420_764421	396	.	False	False	-283.0	845.0	True	False	False	promoter	promoter	False	1	1	2.191	-31.392	False
chrXIV	417712	417713	chr14_417712_417713	722	.	False	False	-410.0	113.0	True	True	False	promoter	promoter	True	2	2	3.053	-52.805	True
chrXIV	413414	413415	chr14_413414_413415	766	.	False	False	-224.0	215.0	True	True	False	promoter	promoter	True	2	2	4.105	-239.661	True
chrVI	103817	103818	chr6_103817_103818	263	.	True	False	119.0	-115.0	False	False	False	gene body	gene body	False	2	2	2.517	-28.175	True
chrVII	278594	278595	chr7_278594_278595	110	.	False	False	-730.0	213.0	False	True	False	gene end	gene end	False	1	1	1.215	-11.524	False
chrVIII	56244	56245	chr8_56244_56245	517	.	False	False	-404.0	395.0	True	False	False	promoter	promoter	False	1	1	2.225	-43.705	True
chrVII	277327	277328	chr7_277327_277328	528	.	False	False	-289.0	306.0	True	False	False	promoter	promoter	False	1	1	2.515	-41.834	True
chrIV	427080	427081	chr4_427080_427081	508	.	False	False	-146.0	-1079.0	True	False	False	promoter	promoter	False	0	0			False
chrII	203188	203189	chr2_203188_203189	601	.	True	False	-349.0	-73.0	True	True	False	promoter	gene body	True	2	2	3.407	-62.763	False
chrVII	596249	596250	chr7_596249_596250	491	.	False	False	-412.0	-1264.0	True	False	False	promoter	promoter	False	0	0			False
chrVIII	143614	143615	chr8_143614_143615	375	.	False	False	-56.0	-1721.0	True	False	False	promoter	promoter	False	1	1	2.31	-8.452	False
chrVII	1022036	1022037	chr7_1022036_1022037	648	.	True	False	-183.0	-22.0	True	True	False	promoter	gene body	True	0	0			False
chrXIV	662435	662436	chr14_662435_662436	466	.	False	False	-477.0	-1146.0	True	False	False	promoter	promoter	False	1	1	2.146	-38.532	False
chrIV	1429487	1429488	chr4_1429487_1429488	643	.	True	False	-507.0	-300.0	False	False	False	gene body	gene body	False	0	0			False
chrXV	252920	252921	chr15_252920_252921	364	.	False	False	-274.0	228.0	True	True	False	promoter	promoter	True	1	1	1.907	-32.368	False
chrXIII	268034	268035	chr13_268034_268035	122	.	False	False	861.0	234.0	False	True	False	gene end	gene end	False	1	1	1.462	-21.237	False
chrXII	260717	260718	chr12_260717_260718	427	.	False	False	-170.0	-980.0	True	False	False	promoter	promoter	False	2	2	2.14	-27.906	False
chrXI	75507	75508	chr11_75507_75508	504	.	True	False	27.0	-576.0	True	False	False	promoter	gene body	True	0	0			False
chrXVI	106742	106743	chr16_106742_106743	426	.	True	False	-532.0	-80.0	False	True	False	gene end	gene body	True	0	0			False
chrXV	522766	522767	chr15_522766_522767	909	.	False	False	-260.0	484.0	True	False	False	promoter	promoter	False	3	3	3.887	-63.341	True
chrXI	397143	397144	chr11_397143_397144	438	.	True	False	105.0	200.0	False	True	False	gene end	gene body	True	0	0			False
chrIV	952577	952578	chr4_952577_952578	537	.	False	False	-222.0	176.0	True	True	False	promoter	promoter	True	1	1	2.558	-26.288	True
chrXII	424295	424296	chr12_424295_424296	728	.	True	False	613.0	-479.0	False	False	False	gene body	gene body	False	2	2	3.119	-46.769	True
chrIV	114478	114479	chr4_114478_114479	598	.	False	False	-193.0	244.0	True	True	False	promoter	promoter	True	2	2	3.148	-26.94	True
chrII	618688	618689	chr2_618688_618689	374	.	False	False	-165.0	-1615.0	True	False	False	promoter	promoter	False	2	2	2.367	-27.279	True
chrIX	77868	77869	chr9_77868_77869	348	.	False	False	-205.0	-1515.0	True	False	False	promoter	promoter	False	1	1	2.472	-15.437	True
chrVI	56160	56161	chr6_56160_56161	493	.	False	False	-174.0	-795.0	True	False	False	promoter	promoter	False	2	2	3.49	-40.594	True
chrX	466990	466991	chr10_466990_466991	215	.	True	False	43.0	-158.0	True	False	False	promoter	gene body	True	1	1	1.54	-19.304	False
chrX	651383	651384	chr10_651383_651384	784	.	False	False	-517.0	114.0	False	True	False	gene end	gene end	False	1	1	2.975	-67.081	True
chrV	69184	69185	chr5_69184_69185	656	.	True	False	81.0	-345.0	True	False	False	promoter	gene body	True	2	2	2.647	-51.258	False
chrXII	722686	722687	chr12_722686_722687	347	.	False	False	-291.0	-618.0	True	False	False	promoter	promoter	False	1	1	1.82	-12.634	False
chrVII	383306	383307	chr7_383306_383307	287	.	False	False	-98.0	1195.0	True	False	False	promoter	promoter	False	1	1	2.235	-21.45	True
chrXII	187528	187529	chr12_187528_187529	950	.	False	False	-399.0	134.0	True	True	False	promoter	promoter	True	3	3	4.546	-85.132	True
chrXII	1014339	1014340	chr12_1014339_1014340	686	.	False	False	-151.0	-431.0	True	False	False	promoter	promoter	False	2	2	5.066	-87.702	True
chrII	662735	662736	chr2_662735_662736	598	.	True	False	-486.0	-237.0	True	False	False	promoter	gene body	True	2	2	3.237	-41.973	True
chrVIII	116070	116071	chr8_116070_116071	287	.	False	True	-169.0	-451.0	True	False	False	promoter	promoter	False	1	1	1.951	-25.048	True
chrXII	871388	871389	chr12_871388_871389	358	.	False	False	-21.0	64.0	True	True	False	promoter	promoter	True	1	1	1.912	-19.913	False
chrVIII	34660	34661	chr8_34660_34661	76	.	False	False	-583.0	594.0	False	False	False	other intergenic	other intergenic	False	1	1	1.268	-12.422	False
chrVII	922028	922029	chr7_922028_922029	411	.	False	False	-146.0	240.0	True	True	False	promoter	promoter	True	0	0			False
chrVII	190231	190232	chr7_190231_190232	490	.	True	False	237.0	1166.0	False	False	False	gene body	gene body	False	1	1	2.768	-24.995	True
chrV	167579	167580	chr5_167579_167580	485	.	False	True	-694.0	228.0	False	True	False	gene end	gene end	False	1	1	2.221	-36.314	True
chrI	29863	29864	chr1_29863_29864	765	.	False	False	-1703.0	-3077.0	False	False	False	other intergenic	other intergenic	False	2	3	3.06	-55.177	True
chrXII	1043524	1043525	chr12_1043524_1043525	483	.	False	False	-473.0	-1726.0	True	False	False	promoter	promoter	False	1	1	2.346	-46.973	False
chrX	120121	120122	chr10_120121_120122	510	.	False	False	-327.0	-1569.0	True	False	False	promoter	promoter	False	2	2	3.188	-32.264	True
chrIX	96808	96809	chr9_96808_96809	493	.	False	True	-83.0	-287.0	True	False	False	promoter	promoter	False	1	1	2.433	-12.972	False
chrVII	278230	278231	chr7_278230_278231	128	.	True	False	-366.0	-151.0	True	False	False	promoter	gene body	True	1	1	1.191	-8.132	False
chrXVI	746959	746960	chr16_746959_746960	418	.	False	False	-124.0	-1132.0	True	False	False	promoter	promoter	False	1	1	2.133	-30.703	True
chrXII	789951	789952	chr12_789951_789952	711	.	False	False	-724.0	272.0	False	True	False	gene end	gene end	False	2	2	4.314	-63.978	True
chrV	559198	559199	chr5_559198_559199	486	.	False	False	-255.0	-1167.0	True	False	True	promoter	promoter	False	2	2	2.288	-40.463	False
chrI	70954	70955	chr1_70954_70955	893	.	False	False	-831.0	1371.0	False	False	False	other intergenic	other intergenic	False	2	2	4.649	-79.853	True
chrXI	112640	112641	chr11_112640_112641	331	.	False	False	-137.0	574.0	True	False	False	promoter	promoter	False	0	0			False
chrX	293189	293190	chr10_293189_293190	318	.	True	False	792.0	-956.0	False	False	False	gene body	gene body	False	3	3	2.745	-22.297	True
chrXI	581372	581373	chr11_581372_581373	386	.	False	False	-622.0	891.0	False	False	False	other intergenic	other intergenic	False	2	2	3.662	-31.407	True
chrX	227298	227299	chr10_227298_227299	284	.	False	False	-28.0	-478.0	True	False	False	promoter	promoter	False	1	1	1.816	-16.999	False
chrIV	909548	909549	chr4_909548_909549	536	.	False	False	-505.0	110.0	False	True	False	gene end	gene end	False	0	0			False
chrXV	109488	109489	chr15_109488_109489	638	.	True	False	313.0	-401.0	False	False	False	gene body	gene body	False	2	2	3.477	-51.321	True
chrXVI	462397	462398	chr16_462397_462398	392	.	False	False	-431.0	83.0	True	True	False	promoter	promoter	True	1	1	2.025	-17.016	False
chrIV	746385	746386	chr4_746385_746386	513	.	False	False	-284.0	-1972.0	True	False	False	promoter	promoter	False	1	1	2.441	-41.703	True
chrIV	1172204	1172205	chr4_1172204_1172205	495	.	False	False	-379.0	181.0	True	True	False	promoter	promoter	True	2	2	3.536	-44.647	True
chrIII	14602	14603	chr3_14602_14603	440	.	False	False	852.0	483.0	False	False	True	other intergenic	other intergenic	False	1	1	2.44	-42.97	True
chrIV	1206547	1206548	chr4_1206547_1206548	244	.	False	False	-164.0	-1772.0	True	False	False	promoter	promoter	False	1	1	1.792	-26.787	True
chrXVI	207677	207678	chr16_207677_207678	216	.	False	False	-479.0	30.0	True	True	False	promoter	promoter	True	0	0			False
chrXVI	297284	297285	chr16_297284_297285	492	.	False	False	-268.0	393.0	True	False	False	promoter	promoter	False	2	2	3.187	-41.92	True
chrXIII	664386	664387	chr13_664386_664387	322	.	False	False	-365.0	102.0	True	True	False	promoter	promoter	True	0	1	2.187	-6.62	False
chrIV	340358	340359	chr4_340358_340359	216	.	False	False	-224.0	76.0	True	True	False	promoter	promoter	True	1	1	1.662	-18.501	True
chrVIII	55749	55750	chr8_55749_55750	314	.	True	False	899.0	-100.0	False	True	False	gene end	gene body	True	0	0			False
chrX	555759	555760	chr10_555759_555760	495	.	False	False	-154.0	187.0	True	True	False	promoter	promoter	True	2	2	2.825	-24.995	True
chrV	337775	337776	chr5_337775_337776	325	.	False	False	-173.0	546.0	True	False	False	promoter	promoter	False	1	2	2.594	-15.043	True
chrXV	727202	727203	chr15_727202_727203	228	.	True	False	32.0	-1639.0	True	False	False	promoter	gene body	True	0	0			False
chrIV	1319177	1319178	chr4_1319177_1319178	145	.	True	False	98.0	209.0	True	True	False	promoter	gene body	True	0	0			False
chrXII	787500	787501	chr12_787500_787501	485	.	False	False	-163.0	167.0	True	True	False	promoter	promoter	True	2	2	3.087	-30.657	True
chrIV	1388638	1388639	chr4_1388638_1388639	485	.	False	False	-233.0	263.0	True	True	False	promoter	promoter	True	2	2	2.904	-22.863	True
chrIV	304962	304963	chr4_304962_304963	434	.	False	False	-274.0	114.0	True	True	False	promoter	promoter	True	1	1	3.712	-12.238	True
chrIV	369355	369356	chr4_369355_369356	702	.	False	False	-415.0	-1351.0	True	False	False	promoter	promoter	False	2	2	3.704	-36.159	True
chrII	668608	668609	chr2_668608_668609	354	.	False	False	-112.0	54.0	True	True	False	promoter	promoter	True	1	1	2.194	-20.541	False
chrIV	1011657	1011658	chr4_1011657_1011658	563	.	True	False	303.0	-69.0	False	True	False	gene end	gene body	True	1	1	2.857	-29.377	False
chrXI	418271	418272	chr11_418271_418272	192	.	False	False	-38.0	-764.0	True	False	False	promoter	promoter	False	1	1	1.596	-13.428	False
chrXIV	720880	720881	chr14_720880_720881	429	.	False	False	-233.0	239.0	True	True	False	promoter	promoter	True	2	2	3.119	-34.19	True
chrVII	148092	148093	chr7_148092_148093	258	.	False	False	496.0	136.0	False	True	False	gene end	gene end	False	2	2	2.433	-68.467	True
chrXIV	350172	350173	chr14_350172_350173	611	.	True	False	-416.0	-266.0	True	False	False	promoter	gene body	True	2	2	4.663	-122.765	True
chrXI	140885	140886	chr11_140885_140886	263	.	False	True	-194.0	908.0	True	False	False	promoter	promoter	False	1	1	2.453	-23.859	False
chrXI	322624	322625	chr11_322624_322625	769	.	False	False	-603.0	-1610.0	False	False	False	other intergenic	other intergenic	False	3	3	4.484	-59.13	False
chrX	150755	150756	chr10_150755_150756	275	.	False	False	-205.0	-871.0	True	False	False	promoter	promoter	False	0	0			False
chrXI	134244	134245	chr11_134244_134245	403	.	False	False	-110.0	264.0	True	True	False	promoter	promoter	True	1	1	2.494	-22.582	True
chrVII	971883	971884	chr7_971883_971884	139	.	True	False	-1830.0	-1113.0	False	False	False	gene body	gene body	False	0	1	1.488	-5.836	False
chrVI	164719	164720	chr6_164719_164720	273	.	True	False	-347.0	-27.0	True	True	False	promoter	gene body	True	0	0			False
chrXII	73090	73091	chr12_73090_73091	273	.	True	False	56.0	-1011.0	True	False	False	promoter	gene body	True	0	0			False
chrX	160181	160182	chr10_160181_160182	392	.	False	False	-334.0	-559.0	True	False	False	promoter	promoter	False	1	1	3.109	-11.046	False
chrII	337504	337505	chr2_337504_337505	188	.	True	False	-483.0	-322.0	True	False	False	promoter	gene body	True	1	1	1.771	-19.054	True
chrX	647128	647129	chr10_647128_647129	378	.	True	False	3.0	-348.0	True	False	False	promoter	gene body	True	1	1	2.826	-10.038	True
chrIII	228889	228890	chr3_228889_228890	337	.	False	False	-384.0	98.0	True	True	False	promoter	promoter	True	1	1	2.287	-23.97	True
chrXVI	639187	639188	chr16_639187_639188	254	.	False	False	-168.0	-1771.0	True	False	False	promoter	promoter	False	0	0			False
